NewsID	Category
76553	sci.space
79852	comp.graphics
63332	comp.graphics
66162	rec.motorcycles
62383	soc.religion.christian
91540	comp.graphics
34914	sci.space
69684	talk.politics.misc
20109	rec.motorcycles
38755	talk.politics.misc
76303	sci.space
16694	comp.graphics
68265	soc.religion.christian
24172	talk.politics.misc
30623	rec.motorcycles
52571	sci.space
60019	soc.religion.christian
28345	sci.space
99200	rec.motorcycles
18832	rec.motorcycles
35508	sci.space
23838	rec.motorcycles
94068	comp.graphics
25152	talk.politics.misc
74261	rec.motorcycles
17730	rec.motorcycles
64883	soc.religion.christian
46980	talk.politics.misc
73759	comp.graphics
86514	talk.politics.misc
89482	rec.motorcycles
19667	soc.religion.christian
24719	sci.space
11827	sci.space
18851	soc.religion.christian
70518	soc.religion.christian
58789	rec.motorcycles
17854	sci.space
64787	comp.graphics
79126	soc.religion.christian
45917	rec.motorcycles
81586	talk.politics.misc
54534	talk.politics.misc
68131	rec.motorcycles
88424	comp.graphics
82398	rec.motorcycles
66827	sci.space
49370	talk.politics.misc
65693	comp.graphics
75615	soc.religion.christian
62004	comp.graphics
98842	comp.graphics
92963	rec.motorcycles
94366	rec.motorcycles
66210	rec.motorcycles
79577	soc.religion.christian
38098	comp.graphics
25978	sci.space
10083	rec.motorcycles
58864	soc.religion.christian
71411	rec.motorcycles
70858	comp.graphics
72340	sci.space
75382	comp.graphics
74446	sci.space
77668	rec.motorcycles
19479	rec.motorcycles
50870	soc.religion.christian
71020	sci.space
88874	comp.graphics
57806	comp.graphics
75964	talk.politics.misc
57639	rec.motorcycles
91361	comp.graphics
49555	comp.graphics
58603	sci.space
52222	comp.graphics
62661	talk.politics.misc
35043	rec.motorcycles
12622	sci.space
14061	sci.space
38760	rec.motorcycles
78151	sci.space
24571	talk.politics.misc
94280	talk.politics.misc
83047	sci.space
49000	talk.politics.misc
24482	soc.religion.christian
19071	sci.space
33929	sci.space
15818	rec.motorcycles
31776	comp.graphics
83900	comp.graphics
77867	soc.religion.christian
43610	sci.space
30167	comp.graphics
79050	soc.religion.christian
69523	soc.religion.christian
23111	comp.graphics
70730	sci.space
72903	comp.graphics
74210	soc.religion.christian
99028	talk.politics.misc
58466	talk.politics.misc
15284	sci.space
32757	talk.politics.misc
95243	rec.motorcycles
20597	comp.graphics
98362	rec.motorcycles
96068	soc.religion.christian
10740	rec.motorcycles
79809	sci.space
72407	talk.politics.misc
14045	rec.motorcycles
70291	comp.graphics
20208	sci.space
66363	soc.religion.christian
17622	talk.politics.misc
45764	comp.graphics
83339	soc.religion.christian
59870	sci.space
28692	soc.religion.christian
53085	soc.religion.christian
87700	rec.motorcycles
25825	talk.politics.misc
62254	talk.politics.misc
72358	sci.space
43454	comp.graphics
67676	sci.space
88442	comp.graphics
63666	talk.politics.misc
45116	rec.motorcycles
45289	rec.motorcycles
17183	sci.space
53467	soc.religion.christian
94227	sci.space
83662	rec.motorcycles
75273	sci.space
74912	rec.motorcycles
39927	soc.religion.christian
70619	rec.motorcycles
39052	rec.motorcycles
56977	soc.religion.christian
78940	sci.space
94975	sci.space
44558	sci.space
50014	rec.motorcycles
50132	comp.graphics
71670	talk.politics.misc
13021	rec.motorcycles
80364	soc.religion.christian
24197	comp.graphics
44685	comp.graphics
43602	soc.religion.christian
53762	comp.graphics
57159	soc.religion.christian
94983	comp.graphics
88718	rec.motorcycles
39942	talk.politics.misc
58288	soc.religion.christian
25115	comp.graphics
99462	sci.space
79517	comp.graphics
62024	comp.graphics
85395	talk.politics.misc
47451	rec.motorcycles
36142	comp.graphics
58011	comp.graphics
86490	talk.politics.misc
40652	soc.religion.christian
62554	rec.motorcycles
17376	rec.motorcycles
15797	sci.space
78532	rec.motorcycles
78786	sci.space
36843	sci.space
95556	soc.religion.christian
67744	rec.motorcycles
31831	comp.graphics
33896	talk.politics.misc
97153	sci.space
85799	soc.religion.christian
27943	comp.graphics
83277	sci.space
50062	sci.space
66850	rec.motorcycles
70057	comp.graphics
34380	soc.religion.christian
79401	soc.religion.christian
53049	talk.politics.misc
68636	sci.space
84610	soc.religion.christian
53612	sci.space
91713	comp.graphics
72497	soc.religion.christian
79865	comp.graphics
27001	sci.space
42628	rec.motorcycles
22074	soc.religion.christian
16746	talk.politics.misc
47890	soc.religion.christian
38756	soc.religion.christian
13318	rec.motorcycles
50846	soc.religion.christian
86553	rec.motorcycles
16751	comp.graphics
81080	comp.graphics
76276	sci.space
80805	soc.religion.christian
75092	soc.religion.christian
93515	sci.space
55970	sci.space
14174	comp.graphics
72605	comp.graphics
10845	talk.politics.misc
22735	talk.politics.misc
14870	soc.religion.christian
79200	soc.religion.christian
17059	soc.religion.christian
28279	sci.space
75917	sci.space
29966	talk.politics.misc
92198	rec.motorcycles
96712	sci.space
82167	rec.motorcycles
60076	sci.space
95558	soc.religion.christian
24509	rec.motorcycles
39212	sci.space
16355	talk.politics.misc
40549	talk.politics.misc
62435	soc.religion.christian
71803	comp.graphics
12110	sci.space
45273	rec.motorcycles
44319	talk.politics.misc
55152	soc.religion.christian
95786	soc.religion.christian
29417	rec.motorcycles
33023	soc.religion.christian
36564	sci.space
89111	talk.politics.misc
55678	rec.motorcycles
95338	rec.motorcycles
27040	talk.politics.misc
24281	soc.religion.christian
19677	soc.religion.christian
97851	sci.space
55495	comp.graphics
71467	sci.space
81766	sci.space
37829	sci.space
15983	rec.motorcycles
76942	talk.politics.misc
94882	rec.motorcycles
15688	comp.graphics
77319	comp.graphics
46126	soc.religion.christian
97840	rec.motorcycles
58643	sci.space
44578	talk.politics.misc
87525	comp.graphics
86807	talk.politics.misc
51218	rec.motorcycles
93788	talk.politics.misc
46605	sci.space
14822	comp.graphics
13052	sci.space
37303	sci.space
31210	comp.graphics
96364	rec.motorcycles
76143	sci.space
82839	rec.motorcycles
90154	soc.religion.christian
68317	rec.motorcycles
92415	comp.graphics
77920	soc.religion.christian
25051	rec.motorcycles
18205	comp.graphics
90236	rec.motorcycles
62689	sci.space
58188	sci.space
78525	rec.motorcycles
45686	rec.motorcycles
80457	sci.space
68437	talk.politics.misc
57957	comp.graphics
92139	rec.motorcycles
41123	sci.space
26259	soc.religion.christian
30474	talk.politics.misc
21709	sci.space
56054	rec.motorcycles
46767	talk.politics.misc
25355	talk.politics.misc
97288	talk.politics.misc
55159	comp.graphics
75393	comp.graphics
94486	sci.space
88141	talk.politics.misc
85726	comp.graphics
67603	sci.space
29028	talk.politics.misc
72887	soc.religion.christian
19758	rec.motorcycles
84874	talk.politics.misc
43857	comp.graphics
40709	talk.politics.misc
96742	talk.politics.misc
41189	sci.space
53491	sci.space
92320	soc.religion.christian
11889	soc.religion.christian
80465	sci.space
52489	rec.motorcycles
92393	soc.religion.christian
69231	talk.politics.misc
84953	rec.motorcycles
95120	soc.religion.christian
13570	comp.graphics
67756	sci.space
95059	sci.space
28045	talk.politics.misc
93770	talk.politics.misc
13481	sci.space
96284	comp.graphics
54645	talk.politics.misc
88008	rec.motorcycles
73523	sci.space
55513	talk.politics.misc
25784	soc.religion.christian
79634	talk.politics.misc
78064	rec.motorcycles
80687	sci.space
56547	soc.religion.christian
68030	soc.religion.christian
88101	sci.space
16580	rec.motorcycles
70581	sci.space
28086	comp.graphics
70971	soc.religion.christian
78679	comp.graphics
94822	rec.motorcycles
22097	rec.motorcycles
99762	sci.space
19433	sci.space
36015	comp.graphics
56933	sci.space
15406	talk.politics.misc
48969	comp.graphics
21104	sci.space
39996	soc.religion.christian
49575	comp.graphics
27909	soc.religion.christian
32477	comp.graphics
35926	comp.graphics
90127	comp.graphics
29553	sci.space
85524	talk.politics.misc
49413	soc.religion.christian
21931	soc.religion.christian
48676	soc.religion.christian
85102	comp.graphics
18438	sci.space
81961	rec.motorcycles
12561	soc.religion.christian
40316	comp.graphics
34626	talk.politics.misc
95701	comp.graphics
20958	sci.space
18127	sci.space
61223	comp.graphics
66184	soc.religion.christian
80907	talk.politics.misc
13364	soc.religion.christian
57073	sci.space
87973	rec.motorcycles
89915	sci.space
57035	rec.motorcycles
89463	soc.religion.christian
60322	soc.religion.christian
32705	soc.religion.christian
87553	rec.motorcycles
10240	comp.graphics
61479	soc.religion.christian
44927	comp.graphics
38316	talk.politics.misc
30606	rec.motorcycles
93314	comp.graphics
22200	sci.space
18725	rec.motorcycles
88783	talk.politics.misc
81277	soc.religion.christian
66270	soc.religion.christian
98800	comp.graphics
77833	talk.politics.misc
79296	talk.politics.misc
80578	soc.religion.christian
88443	soc.religion.christian
67255	comp.graphics
69018	comp.graphics
80923	sci.space
64657	soc.religion.christian
90285	comp.graphics
13580	rec.motorcycles
88169	sci.space
27940	talk.politics.misc
85267	rec.motorcycles
12149	soc.religion.christian
38925	sci.space
47297	sci.space
46401	soc.religion.christian
62221	rec.motorcycles
28515	sci.space
94387	talk.politics.misc
13495	sci.space
80029	sci.space
16159	comp.graphics
54221	sci.space
97408	talk.politics.misc
95977	rec.motorcycles
58841	comp.graphics
25412	sci.space
47821	rec.motorcycles
27386	soc.religion.christian
85189	rec.motorcycles
57342	rec.motorcycles
93002	rec.motorcycles
35490	comp.graphics
62663	soc.religion.christian
36301	comp.graphics
51952	comp.graphics
88468	sci.space
18421	comp.graphics
99294	talk.politics.misc
69913	sci.space
14374	comp.graphics
96800	rec.motorcycles
43341	sci.space
25097	sci.space
50737	comp.graphics
14982	rec.motorcycles
17417	comp.graphics
96160	talk.politics.misc
39282	comp.graphics
93193	rec.motorcycles
43955	comp.graphics
97233	comp.graphics
79486	comp.graphics
90711	talk.politics.misc
58275	sci.space
56800	comp.graphics
26648	rec.motorcycles
75501	sci.space
54721	comp.graphics
55384	rec.motorcycles
75914	rec.motorcycles
97944	comp.graphics
95578	rec.motorcycles
92163	soc.religion.christian
24024	soc.religion.christian
28863	comp.graphics
46649	sci.space
81231	rec.motorcycles
81651	soc.religion.christian
92214	rec.motorcycles
24293	rec.motorcycles
41638	sci.space
60814	sci.space
61847	sci.space
68022	sci.space
77123	talk.politics.misc
54679	rec.motorcycles
49655	comp.graphics
29936	soc.religion.christian
58546	comp.graphics
20804	comp.graphics
52069	comp.graphics
58063	sci.space
50459	sci.space
98105	sci.space
45731	rec.motorcycles
16221	sci.space
38089	sci.space
99250	soc.religion.christian
55768	soc.religion.christian
79311	soc.religion.christian
51469	soc.religion.christian
28346	comp.graphics
61776	talk.politics.misc
73069	soc.religion.christian
82657	sci.space
74703	rec.motorcycles
32756	soc.religion.christian
89675	sci.space
71581	comp.graphics
94536	comp.graphics
48594	rec.motorcycles
37142	talk.politics.misc
98817	soc.religion.christian
96219	soc.religion.christian
23099	comp.graphics
36685	soc.religion.christian
53601	rec.motorcycles
60132	talk.politics.misc
59181	talk.politics.misc
83758	talk.politics.misc
98631	rec.motorcycles
74082	sci.space
74316	soc.religion.christian
19018	talk.politics.misc
87990	talk.politics.misc
80840	talk.politics.misc
74880	sci.space
67416	soc.religion.christian
27144	talk.politics.misc
48706	comp.graphics
45653	soc.religion.christian
69270	talk.politics.misc
94252	comp.graphics
44723	soc.religion.christian
43737	soc.religion.christian
21072	sci.space
73058	comp.graphics
85385	talk.politics.misc
75185	rec.motorcycles
34752	rec.motorcycles
28960	soc.religion.christian
30253	rec.motorcycles
54686	rec.motorcycles
51373	talk.politics.misc
58527	rec.motorcycles
68544	soc.religion.christian
43769	sci.space
27564	soc.religion.christian
97164	rec.motorcycles
84080	rec.motorcycles
19926	soc.religion.christian
24225	sci.space
37529	comp.graphics
99167	comp.graphics
10241	talk.politics.misc
32493	rec.motorcycles
94338	comp.graphics
68642	comp.graphics
33690	comp.graphics
39232	sci.space
21751	comp.graphics
69344	sci.space
37021	talk.politics.misc
14029	soc.religion.christian
16084	talk.politics.misc
38429	sci.space
58927	talk.politics.misc
99956	rec.motorcycles
92116	sci.space
71068	talk.politics.misc
94241	sci.space
58954	sci.space
78301	rec.motorcycles
82724	soc.religion.christian
52393	sci.space
63974	comp.graphics
51647	soc.religion.christian
56904	sci.space
90293	sci.space
61977	rec.motorcycles
23828	comp.graphics
43023	comp.graphics
77546	comp.graphics
62081	sci.space
94301	soc.religion.christian
14697	rec.motorcycles
53930	soc.religion.christian
19399	rec.motorcycles
87821	rec.motorcycles
41886	comp.graphics
70921	sci.space
41966	sci.space
39373	soc.religion.christian
67421	rec.motorcycles
28341	comp.graphics
41844	soc.religion.christian
59824	sci.space
43371	rec.motorcycles
66326	talk.politics.misc
53237	comp.graphics
77037	sci.space
64756	comp.graphics
79696	soc.religion.christian
21248	soc.religion.christian
99927	soc.religion.christian
63670	rec.motorcycles
48313	talk.politics.misc
65861	rec.motorcycles
77106	comp.graphics
15806	comp.graphics
40306	talk.politics.misc
69735	talk.politics.misc
91304	sci.space
20748	rec.motorcycles
41907	sci.space
85236	sci.space
31690	talk.politics.misc
60673	rec.motorcycles
26471	soc.religion.christian
56150	rec.motorcycles
70147	sci.space
62498	talk.politics.misc
57474	comp.graphics
16610	comp.graphics
29842	soc.religion.christian
85878	comp.graphics
22522	talk.politics.misc
52872	soc.religion.christian
51572	rec.motorcycles
92058	comp.graphics
47118	sci.space
34143	comp.graphics
49345	soc.religion.christian
38299	sci.space
74206	soc.religion.christian
10305	comp.graphics
26350	soc.religion.christian
70023	sci.space
95625	sci.space
59044	comp.graphics
70063	talk.politics.misc
12324	rec.motorcycles
99695	sci.space
87879	talk.politics.misc
63340	talk.politics.misc
43678	rec.motorcycles
72264	rec.motorcycles
79016	comp.graphics
71992	comp.graphics
47809	sci.space
10138	sci.space
59152	rec.motorcycles
97003	comp.graphics
63500	talk.politics.misc
10659	talk.politics.misc
42675	comp.graphics
57428	rec.motorcycles
67773	rec.motorcycles
18524	rec.motorcycles
35597	soc.religion.christian
87551	talk.politics.misc
92722	comp.graphics
63476	rec.motorcycles
58163	comp.graphics
63571	talk.politics.misc
69993	rec.motorcycles
99367	sci.space
95560	talk.politics.misc
93266	soc.religion.christian
76889	sci.space
73855	soc.religion.christian
71844	sci.space
79897	soc.religion.christian
64347	comp.graphics
70784	comp.graphics
78027	comp.graphics
62351	sci.space
79962	talk.politics.misc
67674	sci.space
90099	soc.religion.christian
27318	sci.space
56362	talk.politics.misc
31094	rec.motorcycles
76067	soc.religion.christian
75113	comp.graphics
44317	talk.politics.misc
31754	soc.religion.christian
47639	comp.graphics
61159	comp.graphics
44549	comp.graphics
38962	soc.religion.christian
89143	sci.space
26638	soc.religion.christian
52034	talk.politics.misc
20973	sci.space
37173	soc.religion.christian
57710	sci.space
65139	sci.space
97947	rec.motorcycles
97832	comp.graphics
51247	sci.space
49182	talk.politics.misc
65701	soc.religion.christian
58113	soc.religion.christian
13030	talk.politics.misc
99941	soc.religion.christian
81912	sci.space
64483	sci.space
47565	rec.motorcycles
31849	comp.graphics
38662	talk.politics.misc
15663	talk.politics.misc
89966	comp.graphics
78131	comp.graphics
22401	comp.graphics
36004	rec.motorcycles
75517	rec.motorcycles
71707	sci.space
68970	sci.space
59000	rec.motorcycles
69532	rec.motorcycles
83311	rec.motorcycles
41170	soc.religion.christian
64243	comp.graphics
61275	soc.religion.christian
97216	rec.motorcycles
69232	rec.motorcycles
82346	comp.graphics
60289	sci.space
84564	rec.motorcycles
45719	soc.religion.christian
76207	rec.motorcycles
27765	soc.religion.christian
90861	soc.religion.christian
16176	soc.religion.christian
92591	comp.graphics
51091	comp.graphics
96007	soc.religion.christian
44964	rec.motorcycles
69766	talk.politics.misc
81879	rec.motorcycles
15766	sci.space
74533	soc.religion.christian
89550	rec.motorcycles
87151	sci.space
32015	comp.graphics
88363	talk.politics.misc
87859	sci.space
35113	comp.graphics
52817	talk.politics.misc
37659	comp.graphics
29199	talk.politics.misc
55978	comp.graphics
63858	rec.motorcycles
58733	sci.space
99325	soc.religion.christian
97067	comp.graphics
46907	soc.religion.christian
99154	soc.religion.christian
28111	rec.motorcycles
16236	soc.religion.christian
18097	talk.politics.misc
74162	comp.graphics
12272	talk.politics.misc
96227	soc.religion.christian
16048	comp.graphics
83968	comp.graphics
33493	comp.graphics
67354	sci.space
10782	rec.motorcycles
45646	rec.motorcycles
62867	rec.motorcycles
75916	sci.space
43389	comp.graphics
45398	talk.politics.misc
82371	rec.motorcycles
35691	soc.religion.christian
46774	talk.politics.misc
94701	sci.space
55488	talk.politics.misc
24062	talk.politics.misc
66261	sci.space
64360	sci.space
20140	talk.politics.misc
93279	rec.motorcycles
73688	soc.religion.christian
26585	rec.motorcycles
21503	rec.motorcycles
94874	comp.graphics
73076	soc.religion.christian
78572	comp.graphics
53629	sci.space
91133	rec.motorcycles
54301	soc.religion.christian
14164	comp.graphics
54573	sci.space
96419	soc.religion.christian
92991	soc.religion.christian
89498	rec.motorcycles
77012	talk.politics.misc
91037	talk.politics.misc
62121	talk.politics.misc
28583	soc.religion.christian
11562	comp.graphics
23903	talk.politics.misc
62966	soc.religion.christian
28528	sci.space
20500	sci.space
88882	sci.space
34763	soc.religion.christian
65933	soc.religion.christian
45557	comp.graphics
81063	sci.space
28170	soc.religion.christian
88173	rec.motorcycles
15044	talk.politics.misc
84445	rec.motorcycles
96053	talk.politics.misc
80939	sci.space
13876	talk.politics.misc
42606	comp.graphics
62226	sci.space
28972	sci.space
47391	talk.politics.misc
49921	rec.motorcycles
84356	sci.space
69709	rec.motorcycles
88744	talk.politics.misc
16373	soc.religion.christian
83725	rec.motorcycles
99614	rec.motorcycles
86641	sci.space
26126	sci.space
18754	comp.graphics
50945	comp.graphics
81694	soc.religion.christian
67429	sci.space
27854	comp.graphics
47372	soc.religion.christian
87333	sci.space
22173	comp.graphics
12794	comp.graphics
21454	rec.motorcycles
53552	talk.politics.misc
25585	comp.graphics
75241	talk.politics.misc
92024	sci.space
49817	talk.politics.misc
60633	comp.graphics
83731	talk.politics.misc
19797	sci.space
75459	talk.politics.misc
84523	talk.politics.misc
54148	soc.religion.christian
14409	comp.graphics
80509	comp.graphics
60350	talk.politics.misc
41288	sci.space
78594	comp.graphics
34190	sci.space
26567	rec.motorcycles
67588	sci.space
17661	comp.graphics
22203	rec.motorcycles
97635	soc.religion.christian
94786	rec.motorcycles
24300	comp.graphics
49328	sci.space
76938	talk.politics.misc
47171	sci.space
53734	rec.motorcycles
57043	soc.religion.christian
50550	comp.graphics
10126	talk.politics.misc
52738	sci.space
65431	comp.graphics
69280	talk.politics.misc
86479	rec.motorcycles
28672	talk.politics.misc
24847	rec.motorcycles
19693	rec.motorcycles
62959	rec.motorcycles
68208	comp.graphics
39258	sci.space
57411	talk.politics.misc
84424	soc.religion.christian
74681	comp.graphics
94109	rec.motorcycles
77882	talk.politics.misc
60384	talk.politics.misc
40527	soc.religion.christian
70069	rec.motorcycles
79121	soc.religion.christian
74102	comp.graphics
49860	comp.graphics
96768	soc.religion.christian
41291	sci.space
14859	rec.motorcycles
50163	comp.graphics
16720	soc.religion.christian
86928	sci.space
62482	sci.space
13775	sci.space
90202	comp.graphics
36446	sci.space
10287	comp.graphics
95670	comp.graphics
74875	soc.religion.christian
72712	talk.politics.misc
29158	talk.politics.misc
59159	talk.politics.misc
58200	soc.religion.christian
99172	talk.politics.misc
83215	talk.politics.misc
82732	comp.graphics
89480	rec.motorcycles
36390	rec.motorcycles
13012	talk.politics.misc
66405	rec.motorcycles
76096	soc.religion.christian
64920	rec.motorcycles
67465	comp.graphics
90021	comp.graphics
40457	rec.motorcycles
77471	soc.religion.christian
65304	soc.religion.christian
10514	sci.space
47421	talk.politics.misc
13104	rec.motorcycles
60360	comp.graphics
64339	sci.space
24398	comp.graphics
64671	comp.graphics
72317	talk.politics.misc
86717	soc.religion.christian
48585	soc.religion.christian
72907	sci.space
14852	talk.politics.misc
78248	sci.space
84092	soc.religion.christian
16454	rec.motorcycles
78232	soc.religion.christian
31749	talk.politics.misc
21943	comp.graphics
16449	rec.motorcycles
73142	sci.space
76831	soc.religion.christian
30183	sci.space
20883	talk.politics.misc
73095	comp.graphics
35772	sci.space
31297	soc.religion.christian
41385	talk.politics.misc
24525	sci.space
62097	comp.graphics
96748	sci.space
88404	comp.graphics
65947	soc.religion.christian
39483	comp.graphics
80435	rec.motorcycles
89702	soc.religion.christian
14230	rec.motorcycles
99033	sci.space
50114	soc.religion.christian
45291	comp.graphics
66873	rec.motorcycles
93614	comp.graphics
19310	soc.religion.christian
51994	comp.graphics
37361	soc.religion.christian
17811	rec.motorcycles
16046	sci.space
79011	sci.space
78518	comp.graphics
76600	talk.politics.misc
80565	sci.space
96610	talk.politics.misc
88065	soc.religion.christian
71623	sci.space
66891	talk.politics.misc
18764	sci.space
11224	rec.motorcycles
59042	rec.motorcycles
69909	comp.graphics
56109	talk.politics.misc
17563	talk.politics.misc
81295	talk.politics.misc
12730	comp.graphics
45332	rec.motorcycles
40420	talk.politics.misc
40140	sci.space
92366	rec.motorcycles
67977	talk.politics.misc
91205	sci.space
11453	rec.motorcycles
89603	sci.space
93683	sci.space
98185	sci.space
64511	soc.religion.christian
50572	soc.religion.christian
73573	rec.motorcycles
26388	comp.graphics
61154	comp.graphics
48772	talk.politics.misc
54999	rec.motorcycles
24800	talk.politics.misc
86677	rec.motorcycles
10107	rec.motorcycles
10250	soc.religion.christian
91636	rec.motorcycles
62318	soc.religion.christian
30616	rec.motorcycles
16165	soc.religion.christian
65180	soc.religion.christian
73098	talk.politics.misc
82461	rec.motorcycles
83642	sci.space
26023	sci.space
55369	talk.politics.misc
10105	rec.motorcycles
83358	soc.religion.christian
39513	rec.motorcycles
27332	talk.politics.misc
76325	rec.motorcycles
55262	talk.politics.misc
19531	soc.religion.christian
47099	comp.graphics
54786	comp.graphics
62817	talk.politics.misc
34972	sci.space
32026	sci.space
36708	rec.motorcycles
90403	comp.graphics
78922	sci.space
29361	sci.space
30420	rec.motorcycles
10810	rec.motorcycles
46748	rec.motorcycles
24068	rec.motorcycles
82941	comp.graphics
51750	sci.space
66222	sci.space
39375	talk.politics.misc
21885	talk.politics.misc
69079	soc.religion.christian
80365	sci.space
46450	comp.graphics
63862	sci.space
74332	comp.graphics
67779	rec.motorcycles
47004	rec.motorcycles
18818	talk.politics.misc
91303	talk.politics.misc
11013	sci.space
91119	soc.religion.christian
98702	comp.graphics
53310	talk.politics.misc
64660	talk.politics.misc
49022	talk.politics.misc
99023	comp.graphics
10580	rec.motorcycles
23907	rec.motorcycles
95855	comp.graphics
66019	sci.space
32965	soc.religion.christian
48046	sci.space
90008	rec.motorcycles
13857	rec.motorcycles
74858	sci.space
74495	rec.motorcycles
54618	talk.politics.misc
34774	soc.religion.christian
97256	sci.space
83919	sci.space
49923	sci.space
13631	soc.religion.christian
74611	sci.space
77434	rec.motorcycles
60060	soc.religion.christian
77210	rec.motorcycles
47074	talk.politics.misc
52249	sci.space
89939	rec.motorcycles
77880	sci.space
11380	soc.religion.christian
35731	soc.religion.christian
55374	comp.graphics
81516	comp.graphics
58195	rec.motorcycles
41103	rec.motorcycles
67992	soc.religion.christian
56815	soc.religion.christian
67239	sci.space
44196	sci.space
12840	comp.graphics
71428	soc.religion.christian
17665	soc.religion.christian
61908	soc.religion.christian
34827	rec.motorcycles
97110	comp.graphics
48109	talk.politics.misc
46765	comp.graphics
53051	rec.motorcycles
56385	sci.space
44559	sci.space
65071	talk.politics.misc
71906	soc.religion.christian
25600	soc.religion.christian
94830	soc.religion.christian
91040	soc.religion.christian
34051	rec.motorcycles
73797	sci.space
21972	sci.space
38551	rec.motorcycles
71044	sci.space
93340	comp.graphics
13175	comp.graphics
65145	rec.motorcycles
86544	rec.motorcycles
83132	talk.politics.misc
72029	sci.space
32503	soc.religion.christian
77887	soc.religion.christian
70944	comp.graphics
94489	comp.graphics
94779	soc.religion.christian
14528	soc.religion.christian
49067	sci.space
19887	talk.politics.misc
75826	rec.motorcycles
96611	sci.space
45710	soc.religion.christian
21954	soc.religion.christian
49382	comp.graphics
42802	rec.motorcycles
69093	soc.religion.christian
99794	comp.graphics
40546	sci.space
46046	talk.politics.misc
93337	soc.religion.christian
39644	talk.politics.misc
67553	soc.religion.christian
27328	rec.motorcycles
51477	soc.religion.christian
40234	comp.graphics
83200	talk.politics.misc
70599	soc.religion.christian
25094	sci.space
92896	talk.politics.misc
38657	comp.graphics
94200	comp.graphics
33079	sci.space
62481	sci.space
29921	soc.religion.christian
77706	rec.motorcycles
88427	sci.space
72082	talk.politics.misc
44328	comp.graphics
45891	soc.religion.christian
84199	rec.motorcycles
29613	sci.space
64328	soc.religion.christian
88124	comp.graphics
37800	soc.religion.christian
80617	comp.graphics
26069	comp.graphics
10074	sci.space
29891	rec.motorcycles
29257	comp.graphics
50078	sci.space
37356	sci.space
45494	sci.space
95347	comp.graphics
27268	talk.politics.misc
52959	soc.religion.christian
29362	comp.graphics
87924	sci.space
16699	comp.graphics
12689	soc.religion.christian
39181	sci.space
98309	soc.religion.christian
53539	sci.space
70673	talk.politics.misc
61181	rec.motorcycles
73708	talk.politics.misc
39701	talk.politics.misc
63148	sci.space
90110	rec.motorcycles
11788	rec.motorcycles
54959	sci.space
16122	comp.graphics
48530	sci.space
93726	comp.graphics
28555	rec.motorcycles
83376	sci.space
37508	soc.religion.christian
19175	soc.religion.christian
14649	talk.politics.misc
60938	talk.politics.misc
71070	soc.religion.christian
95417	soc.religion.christian
29258	soc.religion.christian
44090	soc.religion.christian
27965	comp.graphics
12107	sci.space
39095	rec.motorcycles
18355	rec.motorcycles
23126	rec.motorcycles
92965	soc.religion.christian
82463	rec.motorcycles
48420	rec.motorcycles
70014	rec.motorcycles
74869	comp.graphics
63711	rec.motorcycles
61109	comp.graphics
47211	sci.space
29763	soc.religion.christian
40579	rec.motorcycles
84565	sci.space
73185	comp.graphics
24279	talk.politics.misc
99102	soc.religion.christian
38389	soc.religion.christian
93215	rec.motorcycles
48672	rec.motorcycles
94806	comp.graphics
26681	rec.motorcycles
93151	sci.space
67350	sci.space
35610	soc.religion.christian
85438	talk.politics.misc
41919	talk.politics.misc
22749	rec.motorcycles
62562	rec.motorcycles
20888	talk.politics.misc
68426	rec.motorcycles
53433	soc.religion.christian
49334	rec.motorcycles
26763	soc.religion.christian
68524	rec.motorcycles
79755	sci.space
69029	comp.graphics
58395	soc.religion.christian
31311	soc.religion.christian
80704	talk.politics.misc
49053	comp.graphics
13543	comp.graphics
71057	sci.space
34388	soc.religion.christian
78289	comp.graphics
58477	rec.motorcycles
89234	talk.politics.misc
15446	soc.religion.christian
22267	talk.politics.misc
40536	comp.graphics
49764	talk.politics.misc
42534	comp.graphics
85396	sci.space
62461	talk.politics.misc
53931	talk.politics.misc
78102	sci.space
36536	rec.motorcycles
82038	rec.motorcycles
44579	sci.space
60429	sci.space
17152	talk.politics.misc
49960	rec.motorcycles
48075	talk.politics.misc
75543	comp.graphics
69530	sci.space
94993	comp.graphics
96113	soc.religion.christian
80977	comp.graphics
25050	sci.space
35895	sci.space
11418	sci.space
81458	sci.space
14414	soc.religion.christian
58664	rec.motorcycles
35367	comp.graphics
57902	rec.motorcycles
19763	comp.graphics
55133	rec.motorcycles
45722	rec.motorcycles
95366	rec.motorcycles
51429	soc.religion.christian
88540	rec.motorcycles
38489	soc.religion.christian
83666	soc.religion.christian
26468	soc.religion.christian
40183	talk.politics.misc
15666	rec.motorcycles
34824	rec.motorcycles
38074	comp.graphics
50848	comp.graphics
28559	sci.space
30618	rec.motorcycles
30176	rec.motorcycles
22410	comp.graphics
84752	rec.motorcycles
92590	talk.politics.misc
92391	talk.politics.misc
29255	rec.motorcycles
59346	talk.politics.misc
47885	talk.politics.misc
57629	sci.space
26753	sci.space
21895	soc.religion.christian
17994	rec.motorcycles
24251	comp.graphics
71321	sci.space
37743	rec.motorcycles
47014	soc.religion.christian
60020	soc.religion.christian
98798	soc.religion.christian
68732	soc.religion.christian
77011	soc.religion.christian
36606	sci.space
58790	sci.space
80872	soc.religion.christian
